Title,Abstract,Authors,Journal,Year,PMID,PMC,DOI,pubmed_url,pmc_url,ClaudiaIsRelated,ClaudiaStrategy,ClaudiaPopulation,ClaudiaOutcome,OpenAIIsRelated,OpenAIStrategy,OpenAIPopulation,OpenAIOutcome
Point-of-care Ultrasound (POCUS) Program for Critical Care Nurse Practitioners and Physician Assistants in an Oncological Intensive Care Unit and Rapid Response Team.,"Implementation of a comprehensive point-of-care ultrasound (POCUS) program for nurse practitioners (NPs) and physician assistants (PAs) in an intensive care unit (ICU) setting improves their diagnostic and therapeutic skills and enhances patient care. Overcoming staffing, IT infrastructure, and administrative challenges has allowed our critical care medicine service to develop a successful program that empowers NPs and PAs and boosts their professional growth. Our POCUS program underscores the necessity of institutional support, dedicated mentorship, collaboration with qualified faculty, and creation and maintenance of a curriculum that adheres to accepted national guidelines. Insights gained from our experiences can serve as a valuable resource for institutions aiming to develop their own POCUS programs.","Chen Leon L, Tayban Kate, Tomicich Joanna, Buchholz Tara, Barzola Melissa, Mead Elena, Halpern Neil A",Journal of the American Association of Nurse Practitioners,2023.0,37646585,,10.1097/JXX.0000000000000943,https://pubmed.ncbi.nlm.nih.gov/37646585,,True,"Comprehensive point-of-care ultrasound (POCUS) program with dedicated mentorship, collaboration with qualified faculty, and curriculum following national guidelines",Nurse practitioners (NPs) and physician assistants (PAs) in an oncological intensive care unit and rapid response team,"Improved diagnostic and therapeutic skills, enhanced patient care, professional growth, and empowerment of NPs and PAs",True,Implementation of a comprehensive point-of-care ultrasound (POCUS) program,nurse practitioners (NPs) and physician assistants (PAs) in an intensive care unit (ICU) setting,improves their diagnostic and therapeutic skills and enhances patient care
A new inexpensive ultrasound-guided central venous catheterization simulation model.,"Central venous catheters (CVCs) are life-saving tools for fluid therapy during surgery. Ultrasound-guided CVC placement has been shown to be safe and highly efficient. However, it is difficult for medical workers with less experience in ultrasonography to acquire the necessary skill in a short time. Simulation-based training is a good way to enhance the skill of a beginner. Therefore, in this study, we introduced a new, inexpensive and easily implemented model for ultrasound-guided CVC placement training and assessed the feasibility of this model. This was a quasi-experimental study. Thirty-three anaesthesiology postgraduate year 2 and 3 residents with strong CVC interest were included in a simulator-based training workshop in a department of anaesthesiology. The simulation model consisted of a piece of pork and two latex catheters filled with red and blue ink. The workshop comprised 3 parts: a 10-min introductory lecture, a 15-min orientation on performing ultrasound-guided CVC insertion based on the model, and a 30-min practice session. Participants completed relevant questionnaires before and after the training. Moreover, an examination was held to evaluate their skill with the novel model. All participants indicated that the novel model increased their self-perceived confidence in ultrasound-guided catheterization. They also all reported that the model was adequate for training anaesthesiology residents in ultrasound-guided catheterization. A few individuals thought the model did not mimic the progress of CVC insertion (3 of 33). After training, participants did not show a significant difference in the acquisition of central venous catheterization theory. However, their competency with ultrasound-guided CVC placement was enhanced. This was demonstrated not only based on subjective answers to the following questions, namely, ""how do you perform central venous catheterization with ultrasound guidance?"" (p < 0.001), ""can you perform ultrasound-guided central venous catheterization?"" (p < 0.001), and ""how much self-confidence do you have in performing ultrasound-guided central venous catheterization?"" (p < 0.001), but also in objective performance (evaluation of the core step in ultrasound-guided placement (p < 0.001)). The new simulator is a feasible, inexpensive and easily reproducible tool for training anaesthesiologists in ultrasound-guided central venous catheterization. After the simulation-based training workshop, the competency of residents in performing central venous catheterization with ultrasound guidance improved.","Liu Yan, Li Jiemei, Chang Jinzhu, Xiao Shaoling, Pei Wenbo, Wang Lei",BMC medical education,2023.0,36774471,PMC9921340,10.1186/s12909-023-04080-z,https://pubmed.ncbi.nlm.nih.gov/36774471,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9921340,True,Simulation-based training workshop using a new inexpensive ultrasound-guided CVC placement model,Anesthesiology postgraduate year 2 and 3 residents,Improved competency and self-confidence in performing ultrasound-guided central venous catheterization,True,Simulation-based training workshop for ultrasound-guided central venous catheterization,Anaesthesiology postgraduate year 2 and 3 residents with strong CVC interest,Enhanced competency in ultrasound-guided central venous catheterization and increased self-perceived confidence in ultrasound-guided catheterization
Pediatric Project ECHO<sup>®</sup> for Pain: implementation and mixed methods evaluation of a virtual medical education program to support interprofessional pain management in children and youth.,"Pediatric pain is a complex health challenge requiring a multi-modal management approach. It is critical that healthcare providers (HCPs) have access to ongoing, flexible education and mentorship specific to pediatric pain. However, there are significant gaps in available pain education and a need for more opportunities to support interprofessional training. Project Extension for Community Healthcare Outcomes (Project ECHO®) is a model for delivering online HCP education and cultivating a virtual community of practice. Within the pediatric pain setting, ECHO® has potential to improve local access to specialized pain knowledge, particularly among the physicians, nurses, and allied health providers who primarily manage these cases in community and hospital settings across rural and urban environments. The purpose of this study was three-fold. First, to evaluate the feasibility (participation levels, acceptability) of implementing Project ECHO® in the context of pediatric pain. Second, to measure preliminary program impacts on HCP knowledge, self-efficacy, and clinical practice. Third, to characterize HCP program engagement levels before and after onset of the COVID-19 pandemic. A needs assessment was conducted to identify interprofessional education gaps and inform the program curriculum. The no-cost Pediatric ECHO® for Pain program offered TeleECHO sessions (didactic and case-based learning) as well as foundational education. Surveys were distributed at baseline and 6 months to assess outcomes using 7-point Likert scales. Participant engagement was assessed for periods prior to and during the COVID-19 pandemic. Descriptive and inferential statistical analyses were conducted. Eighty-five TeleECHO sessions were hosted, with a mean attendance of 34.1 ± 23.4 HCPs. Acceptability scores at 6 months (n = 33) ranged from 5.0 ± 1.4 to 6.5 ± 0.5. Participants reported statistically significant (p < 0.05) improvements in knowledge (7 out of 7 topics) and self-efficacy (8 out of 9 skills). Most participants reported positive practice impacts, including improved satisfaction with managing children with pain. Exploratory analyses showed a trend of greater engagement from ECHO® learners after onset of the COVID-19 pandemic. Project ECHO® is a feasible and impactful model for virtual education of interprofessional HCPs in managing pediatric pain.","Lalloo C, Mohabir V, Campbell F, Sun N, Klein S, Tyrrell J, Mesaroli G, Ataollahi-Eshqoor S, Osei-Twum J, Stinson J",BMC medical education,2023.0,36709273,PMC9883812,10.1186/s12909-023-04023-8,https://pubmed.ncbi.nlm.nih.gov/36709273,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9883812,True,Project ECHO® (Extension for Community Healthcare Outcomes) - a virtual medical education program offering TeleECHO sessions (didactic and case-based learning) and foundational education for pediatric pain management,"Interprofessional healthcare providers (HCPs) including physicians, nurses, and allied health providers who manage pediatric pain cases in community and hospital settings across rural and urban environments","Improved HCP knowledge, self-efficacy, and clinical practice in pediatric pain management; creation of a virtual community of practice; improved local access to specialized pain knowledge",True,Project Extension for Community Healthcare Outcomes (Project ECHO®) model for delivering online HCP education and cultivating a virtual community of practice. The no-cost Pediatric ECHO® for Pain program offered TeleECHO sessions (didactic and case-based learning) as well as foundational education.,"Healthcare providers (HCPs) including physicians, nurses, and allied health providers who primarily manage pediatric pain cases in community and hospital settings across rural and urban environments.","Improvement in HCP knowledge, self-efficacy, and clinical practice. Participants reported statistically significant improvements in knowledge and self-efficacy. Most participants reported positive practice impacts, including improved satisfaction with managing children with pain."
A formal evaluation of The Ottawa Hospital Pain Clinic orientation session: A quality improvement project.,"Chronic pain affects approximately one in every five Canadians and has a substantial impact on psychological well-being, relationships, ability to attend work or school, and overall functioning.The Ottawa Hospital Pain Clinic introduced orientation sessions, with the aim of providing new patients with pain education to help prepare patients for engagement with multimodal pain management strategies. This report summarizes the results of a formative evaluation of the orientation session at The Ottawa Hospital Pain Clinic to determine whether patients perceived the orientation session as beneficial. Interviews were conducted, transcribed, and then thematically analyzed to understand patients' perspectives on the orientation session. Coding was done by two team members using the constant comparison analyses method with key ideas, concepts, and patterns identified and compared to identify similarities. Between September 6 and October 18, 2019, 18 patients attended an orientation session and 12 consented to participation and completed telephone interviews. The six themes identified included (1) feeling of community, (2) participants feeling heard by providers, (3) appreciation of the holistic approach, (4) availability of community resources, (5) barriers to access, and (6) discordant feelings of preparedness for the physician appointment. Results from this evaluation indicate that the orientation session offered at The Ottawa Hospital Pain Clinic improves chronic pain literacy, reduces feeling of isolation, and instills hope. As such, it appears to be a valuable component of pain clinic programs.","Poulin Patricia A, Bell Louise, Rice Danielle, Shergill Yaadwinder, Fitzgerald Sarah, Cantave Rosemee, Gauthier Renée, Robbins Rose, Kargus Cristin, Ward Susan",Canadian journal of pain = Revue canadienne de la douleur,2023.0,36643864,PMC9839373,10.1080/24740527.2022.2111993,https://pubmed.ncbi.nlm.nih.gov/36643864,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9839373,True,Orientation sessions providing pain education for new patients,New patients at The Ottawa Hospital Pain Clinic,"Improved chronic pain literacy, reduced feelings of isolation, and instilled hope to prepare patients for engagement with multimodal pain management strategies",True,"The Ottawa Hospital Pain Clinic introduced orientation sessions, with the aim of providing new patients with pain education to help prepare patients for engagement with multimodal pain management strategies.",New patients at The Ottawa Hospital Pain Clinic,"Improves chronic pain literacy, reduces feeling of isolation, and instills hope."
"Evaluating the Women's Empowerment and Leadership Initiative: Supporting mentorship, career satisfaction, and well-being among pediatric anesthesiologists.","The Society for Pediatric Anesthesia launched the Women's Empowerment and Leadership Initiative (WELI) in 2018 to empower highly productive women pediatric anesthesiologists to achieve equity, promotion, and leadership. WELI is focused on six career development domains: promotion and leadership, networking, conceptualization and completion of projects, mentoring, career satisfaction, and sense of well-being. We sought feedback about whether WELI supported members' career development by surveys emailed in November 2020 (baseline), May 2021 (6 months), and January 2022 (14 months). Program feedback was quantitatively evaluated by the Likert scale questions and qualitatively evaluated by extracting themes from free-text question responses. The response rates were 60.5% (92 of 152) for the baseline, 51% (82 of 161) for the 6-month, and 52% (96 of 185) for the 14-month surveys. Five main themes were identified from the free-text responses in the 6- and 14-month surveys. Members reported that WELI helped them create meaningful connections through networking, obtain new career opportunities, find tools and projects that supported their career advancement and promotion, build the confidence to try new things beyond their comfort zone, and achieve better work-life integration. Frustration with the inability to connect in-person during the coronavirus-19 pandemic was highlighted. Advisors further stated that WELI helped them improve their mentorship skills and gave them insight into early career faculty issues. Relative to the baseline survey, protégés reported greater contributions from WELI at 6 months in helping them clarify their priorities, increase their sense of achievement, and get promoted. These benefits persisted through 14 months. Advisors reported a steady increase in forming new meaningful relationships and finding new collaborators through WELI over time. All the members reported that their self-rated mentoring abilities improved at 6 months with sustained improvement at 14 months. Thus, programs such as WELI can assist women anesthesiologists and foster gender equity in career development, promotion, and leadership.","Deutsch Nina, Yanofsky Samuel D, Markowitz Scott D, Tackett Sean, Berenstain Laura K, Schwartz Lawrence I, Flick Randall, Heitmiller Eugenie, Fiadjoe John, Lee Helen H, Honkanen Anita, Malviya Shobha, Lee Jennifer K, Schwartz Jamie McElrath",Paediatric anaesthesia,2023.0,36331372,,10.1111/pan.14596,https://pubmed.ncbi.nlm.nih.gov/36331372,,True,Women's Empowerment and Leadership Initiative (WELI) mentorship program,Women pediatric anesthesiologists,"Career development, promotion, leadership advancement, improved mentorship skills, networking, project completion, career satisfaction, and well-being",True,"The Women's Empowerment and Leadership Initiative (WELI) focuses on six career development domains: promotion and leadership, networking, conceptualization and completion of projects, mentoring, career satisfaction, and sense of well-being.",Women pediatric anesthesiologists,"Members reported that WELI helped them create meaningful connections through networking, obtain new career opportunities, find tools and projects that supported their career advancement and promotion, build the confidence to try new things beyond their comfort zone, and achieve better work-life integration. Advisors reported a steady increase in forming new meaningful relationships and finding new collaborators through WELI over time. All the members reported that their self-rated mentoring abilities improved at 6 months with sustained improvement at 14 months."
A Call to Action: A Specialty-Specific Course to Support the Next Generation of Clinician Scientists in Anesthesiology.,"Clinical production pressure is a significant problem for faculty of anesthesiology departments who seek to remain involved in research. Lack of protected time to dedicate to research and insufficient external funding add to this long-standing issue. Recent trends in funding to the departments of anesthesiology and their academic output validate these concerns. A 2022 study examining National Institutes of Health (NIH) grant recipients associated with anesthesiology departments across 10 years (2011-2020) outlines total awarded funds at $1,676,482,440, with most of the funds awarded to only 10 departments in the United States. Of note, the total 1-year NIH funding in 2021 for academic internal medicine departments was 3 times higher than the 10-year funding of anesthesiology departments. Additionally, American Board of Anesthesiology (ABA) diplomats represent a minority (37%) of the anesthesiology researchers obtaining grant funding, with a small number of faculty members receiving a prevalence of monies. Overall, the number of publications per academic anesthesiologist across the United States remains modest as does the impact of the scholarly work. Improving environments in which academic anesthesiologists thrive may be paramount to successful academic productivity. In fact, adding to the lack of academic time is the limited bandwidth of senior academic physicians to mentor and support aspiring physician scientists. Given then the challenges for individual departments and notable successes of specialty-specific collaborative efforts (eg Foundation for Anesthesia Education and Research [FAER]), additional pooled-resource approaches may be necessary to successfully support and develop clinician scientists. It is in this spirit that the leadership of <i>Anesthesia and Analgesia and the Journal of Education in Perioperative Medicine</i>, unified with the Association of University Anesthesiologists, aim to sponsor the Introduction to Clinical Research for Academic Anesthesiologists (ICRAA) Course. Directed toward early career academic anesthesiologists who wish to gain competency specifically in the fundamentals of clinical research and receive mentorship to develop an investigative project, the yearlong course will provide participants with the skills necessary to design research initiatives, ethically direct research teams, successfully communicate ideas with data analysts, and write and submit scientific articles. Additionally, the course, articulated in a series of interactive lectures, mentored activities, and workshops, will teach participants to review articles submitted for publication to medical journals and to critically appraise evidence in published research. It is our hope that this initiative will be of interest to junior faculty of academic anesthesiology departments nationally and internationally.","Cavallone Laura F, Duggan Elizabeth W, Berger Jeffrey S",The journal of education in perioperative medicine : JEPM,2022.0,36274996,PMC9583761,10.46374/volxxiv_issue3_cavallone,https://pubmed.ncbi.nlm.nih.gov/36274996,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9583761,True,"Introduction to Clinical Research for Academic Anesthesiologists (ICRAA) Course - a yearlong course with interactive lectures, mentored activities, and workshops",Early career academic anesthesiologists who wish to gain competency in clinical research,"Participants will gain skills to design research initiatives, ethically direct research teams, communicate with data analysts, write scientific articles, review journal submissions, and critically appraise evidence",True,"Introduction to Clinical Research for Academic Anesthesiologists (ICRAA) Course. The course includes interactive lectures, mentored activities, and workshops designed to provide participants with the skills necessary to design research initiatives, ethically direct research teams, successfully communicate ideas with data analysts, and write and submit scientific articles. It also teaches participants to review articles submitted for publication to medical journals and to critically appraise evidence in published research.",Early career academic anesthesiologists who wish to gain competency specifically in the fundamentals of clinical research and receive mentorship to develop an investigative project.,"The initiative is expected to be of interest to junior faculty of academic anesthesiology departments nationally and internationally, and to improve the academic productivity of anesthesiology departments."
Organizational Readiness for Implementing Change for Mentorship in Nurse Anesthesia Programs.,"Student registered nurse anesthetists (SRNAs) undergo enormous stress related to the lifestyle changes that are necessary to commit to full-time training in nurse anesthesia programs (NAPs). Mentorship and mentoring initiatives have proved to provide positive support to enhance SRNA wellness. This interventional study was conducted to assess the status of mentorship and mentorship initiatives in NAPs and to understand and analyze the specific constructs of organizational change from the perspective of nurse anesthesia program directors toward mentorship after viewing an educational online video regarding the topics of stress of an SRNA, mentorship and formalized mentorship programs. NAP state of mentorship information from NAPDs (n = 36) was conducted to obtain the current descriptive statistics of mentorship in NAPs. An adapted Organizational Readiness for Implementing Change survey was conducted to assess for six constructs of change by applicable study participants (n = 26). Statistically significant increases in the median scores of change commitment, change valence, task knowledge, and resource availability were noted in study participants (<i>P</i> < .05), reflecting that education was able to increase organizational readiness for these specific constructs.",Chan Gloria,AANA journal,2022.0,36173790,,,https://pubmed.ncbi.nlm.nih.gov/36173790,,True,Mentorship and mentoring initiatives in nurse anesthesia programs,Student registered nurse anesthetists (SRNAs),Enhanced SRNA wellness and reduced stress through positive support,True,"Mentorship and mentoring initiatives, enhanced by an educational online video regarding the topics of stress of an SRNA, mentorship and formalized mentorship programs",Student registered nurse anesthetists (SRNAs),"Enhanced SRNA wellness, increased organizational readiness for change commitment, change valence, task knowledge, and resource availability"
Utilizing Competence-Based Simulation to Improve Orientation Outcomes.,"New graduate respiratory therapists (RTs), regardless of the degree program, receive limited preparation in neonatal/pediatric diseases and management. Experienced RTs typically have adult knowledge but limited exposure to pediatrics. We developed a program that included competence-based simulation to improve orientation success. A 9-week orientation program curriculum with simulation-based competence assessment was developed to ensure all new hires gained knowledge and skills to perform pediatric clinical tasks. Each new hire individually completed the same simulation scenarios during the first week and last week of orientation. Curriculum changes were made over time based on performance in simulations and on-the-job knowledge and skills during and after orientation. Paired and unpaired <i>t</i> tests were used with <i>P</i> < .05 as significant. From January 2017-February 2020, the program had 3 updates. Noninvasive ventilation and decompensating patient scenarios were completed for all periods. Ninety-two new staff were oriented in period 1 = 29 (new graduate RTs 20, experienced RTs 9); period 2 = 17 (new graduate RTs 10, experienced RTs 7); period 3 = 24 (new graduate RTs 21, experienced RTs 3), and period 4 = 22 (new graduate RTs = 22). Remediation during orientation occurred in 15% of the staff. Seventy-one percent successfully advanced to ICU orientation after completion of the program. All staff improved scores between pre- versus post-simulations in all periods: mean difference ± SD period 1: new graduate RTs 32.0 ± 17.0, <i>P</i> < .001; experienced RTs 28.0 ± 18.9, <i>P</i> < .001; period 2: new graduate RTs 23.0 ± 15.2, <i>P</i> < .001; experienced RTs 29.0 ± 12.1, <i>P</i> < .001; period 3: new graduate RTs 26.0 ± 15.8, <i>P</i> < .001; experienced RTs 27.0 ± 15.1, <i>P</i> = .007; and period 4: new graduate RTs 19.0 ± 14.5, <i>P</i> < .001, paired <i>t</i> test. The scores between new graduate RTs and experienced RTs during post-simulation were not significantly different for period 1 (<i>P</i> = .35) but were significantly different for periods 2-4 (<i>P</i> = .040, unpaired <i>t</i> test). The use of a competence-based orientation program showed educational advancements and helped determine successful orientation completion.","Pezzimenti Honey L, Achuff Patricia A, Hales Roberta L, Ginda Maureen E, Dominick Cheryl L, Nishisaki Akira, Napolitano Natalie",Respiratory care,2022.0,35853704,,10.4187/respcare.09870,https://pubmed.ncbi.nlm.nih.gov/35853704,,True,9-week orientation program with competence-based simulation assessment,New graduate and experienced respiratory therapists,"Improved orientation success, knowledge and skills for pediatric clinical tasks",True,A 9-week orientation program curriculum with simulation-based competence assessment,New graduate respiratory therapists (RTs) and experienced RTs with limited exposure to pediatrics,"Improved orientation success, knowledge and skills to perform pediatric clinical tasks, educational advancements, successful orientation completion"
"Evaluation and Analysis of Fellow Learning and Education Curriculum in a Regional Anesthesiology and Acute Pain Medicine Fellowship: A Prospective, Observational Pilot Study.","Since 2017, several regional anesthesiology and acute pain medicine fellowship programs throughout the country have developed various educational didactic curriculums to address the core medical knowledge requirements as set by the Accreditation Council for Graduate Medical Education. Given the paucity of existing literature regarding the medical knowledge acquisition of regional anesthesiology and acute pain medicine fellows, this study aimed to determine how quickly these fellows learn during their fellowship year, with a secondary aim of analyzing a new educational didactic curriculum in its goal of delivering the required medical knowledge. An 89-question, multiple-choice examination was administered to the 2020-2021 regional anesthesiology and acute pain medicine fellows at the University of Pittsburgh Medical Center during orientation and again at 4 months and 8 months into the fellowship. A secondary analysis of anonymous deidentified answers was completed. Fellows averaged 64%, 74%, and 79% correct responses on the orientation, 4-month, and 8-month exams, respectively. An analysis of the orientation exam revealed that the most commonly incorrect answers stemmed from topics including lower extremity nerve blocks, truncal blocks, and neuraxial anesthesia. The 4-month exam showed overall marked improvement; however, truncal blocks remained the most missed topic. Topics with 100% correct response rates in all examinations were local anesthetic pharmacology and systemic opioids. The results of this study indicate that a large portion of learning occurs during the first 4 months of the fellowship and slows thereafter. Using this simple form of fellowship evaluation, changes to an educational didactic curriculum can be implemented to reach medical knowledge goals more effectively and efficiently as required by the Accreditation Council for Graduate Medical Education.","Klosowski Maciej Z, Schott Nicholas J",The journal of education in perioperative medicine : JEPM,2022.0,35707019,PMC9176400,10.46374/volxxiv_issue1_schott,https://pubmed.ncbi.nlm.nih.gov/35707019,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9176400,True,"Educational didactic curriculum with multiple-choice examinations administered at orientation, 4 months, and 8 months into fellowship",Regional anesthesiology and acute pain medicine fellows at the University of Pittsburgh Medical Center,Effective and efficient medical knowledge acquisition to meet Accreditation Council for Graduate Medical Education requirements,True,"An 89-question, multiple-choice examination was administered to the fellows during orientation and again at 4 months and 8 months into the fellowship. Using this simple form of fellowship evaluation, changes to an educational didactic curriculum can be implemented to reach medical knowledge goals more effectively and efficiently.",2020-2021 regional anesthesiology and acute pain medicine fellows at the University of Pittsburgh Medical Center,"The study aimed to determine how quickly these fellows learn during their fellowship year, with a secondary aim of analyzing a new educational didactic curriculum in its goal of delivering the required medical knowledge. The results indicate that a large portion of learning occurs during the first 4 months of the fellowship and slows thereafter."
It Takes a Village: A Narrative Review of Anesthesiology Mentorship.,"Mentorships play a critical role in the development of physician careers and should be tailored within a structured, evidence-based mentoring program to ensure mutual benefit and avoidance of pitfalls. We offer a narrative review of the current literature and commentary on mentoring at the medical student, GME trainee, and early career faculty levels within anesthesiology, and propose a framework on which an effective mentoring program can be implemented.","Tsai Albert H, Bodmer Natalie J, Gupta Kush, Caruso Thomas J",Anesthesiology clinics,2022.0,35659402,,10.1016/j.anclin.2022.01.005,https://pubmed.ncbi.nlm.nih.gov/35659402,,True,"structured, evidence-based mentoring program","medical students, GME trainees, and early career faculty in anesthesiology","development of physician careers, mutual benefit, avoidance of pitfalls",True,"Structured, evidence-based mentoring program","Medical students, GME trainees, and early career faculty within anesthesiology","Development of physician careers, mutual benefit, and avoidance of pitfalls"
Supporting the Foundation of Nurse Anesthesia Education: A Report of the Faculty Stabilization Taskforce.,"Without highly qualified educators and educational program administrators, the ability to provide anesthesia and pain management services throughout the healthcare system will be threatened by the inadequate supply of Certified Registered Nurse Anesthetists (CRNAs). The average turnover rate between the years 2016-2020, for CRNA program administrators, was 15% with some programs changing leadership as often as every two to four years. In response, the American Association of Nurse Anesthesiology (AANA) and the Council on Accreditation of Nurse Anesthesia Educational Programs (COA) created the Faculty Stabilization Taskforce (FSTF) to review reasons for the high turnover rate and to develop methods and tools to support program faculty and administrators in their role of educating the future CRNA workforce. The FSTF provided two recommendations: 1) to create a robust faculty development program for all faculty at all levels of CRNA education, and 2) to create a repository of information needed to administrate, and educate students, in a high-quality CRNA program. This article summarizes the report made to the AANA Board of Directors (BOD) which was unanimously accepted and is already being implemented by AANA and COA staff. The full text of the report can be found on the AANA's website at www.aana.com/FSTF.","Lee Rebecca, Bonanno Laura, O'Sullivan Cormac, Anderson Michael, Everson Marjorie, Kazer Meredith Wallace, Moore Erica, O'Guin Crystal, Thompson Judy, Morgan Brett, Greenier Ewa",AANA journal,2022.0,38809209,,,https://pubmed.ncbi.nlm.nih.gov/38809209,,True,Creating a robust faculty development program and a repository of information for program administration and education,CRNA program faculty and administrators,Reduced turnover rates and improved quality of nurse anesthesia education,True,"Creation of a robust faculty development program for all faculty at all levels of CRNA education and a repository of information needed to administrate, and educate students, in a high-quality CRNA program.",Faculty and administrators of CRNA education programs,Stabilization of faculty and reduction in turnover rate of CRNA program administrators
Gender Gap: A Qualitative Study of Women and Leadership Acquisition in Anesthesiology.,"The representation of women among leaders in the field of anesthesia continues to trail that of their male counterparts. This qualitative study was conducted to understand the pathway of leadership acquisition among women in the field of anesthesiology. Using constructivist grounded theory, we sought to determine whether there were specific internal or external factors that were common to women in leadership in the specialty field of anesthesiology, and specifically, how they obtained leadership positions. Semistructured interviews were conducted for data collection. A total of 26 women in leadership positions in anesthesiology participated in this study. The analysis of these interviews resulted in the development of 4 common themes related to career pathways for these women in leadership. Each theme was examined in depth to determine the qualities necessary for individuals to advance in the field and the pathway to obtaining leadership positions. The findings of this study showed that early-career, high-value mentorship and sponsorship were important factors in leadership acquisition. Most participants (n = 20; 76%) had early mentors. Of those with early mentorship, 13 (65%) had high-value mentors, who we define as someone with power or authority. Sponsorship was the leading factor contributing to leadership acquisition. The results of this qualitative study may serve as a guide for encouraging female anesthesiologists with leadership aspirations. We suggest that the specialty field of anesthesiology institute targeted measures to help increase the percentage of women leadership with formal sponsorship programs at the local and national levels.","Basile Ellen R, Byrd Heather, Powell-Williams Melissa, Polania Gutierrez Javier J, Riveros-Perez Efrain",Anesthesia and analgesia,2023.0,35550391,,10.1213/ANE.0000000000006073,https://pubmed.ncbi.nlm.nih.gov/35550391,,True,"early-career, high-value mentorship and formal sponsorship programs",women in anesthesiology with leadership aspirations,increased percentage of women in leadership positions in anesthesiology,True,"Early-career, high-value mentorship and sponsorship",Female anesthesiologists with leadership aspirations,Increase the percentage of women leadership with formal sponsorship programs at the local and national levels
Perception Precedes Reality: A Simulation and Procedural Bootcamp Improves Residents' Comfort With Transitioning to Clinical Anesthesiology Training.,"Background The transition from internship to clinical anesthesiology (CA) training is often difficult given the differences in workflow, procedures, environment, and clinical situations. The primary aims of this study were to determine if a standardized introductory bootcamp could improve clinical knowledge and self-perceived comfort level of new anesthesiology residents in performing common operating room procedures and management of common intraoperative problems. The secondary aim of the study was to see if a standardized bootcamp could be replicated at other programs. Methods The introduction to anesthesiology resident bootcamp was developed at one institution in 2015 then expanded to a second program in 2019. The bootcamp was a one-day experience consisting of simulation and task trainers that all rising first-year CA residents (CA-1) participated in during their first month of anesthesiology training. All participating residents were given a survey immediately before and after the bootcamp. The average ratings of the questions were calculated and used as the primary measure. The Anesthesia Knowledge Test (AKT) was used as a surrogate measure of participant knowledge. Results From 2015 to 2020, a total of 105 residents completed the pre-survey and 109 completed the post-survey across the two sites. The improvement in average rating was significant (Pre: 2.04±0.46 versus Post: 3.09±0.52 p<0.0001). Individual item analysis also showed significant improvement on all of the eight items (p<0.0001). Analyses by site revealed the same results at both average score and item level. There was no significant cohort difference in either AKT-0 (Control: 57.84±26.86 versus Intervention 50.13±25.14, p=0.14) or AKT-1 (Control: 41.06±26.42 versus Intervention 41.70±26.60, p=0.90) percentile scores. Conclusions Incorporation of an introduction to anesthesia bootcamp for new residents significantly improves participant comfort level and is reproducible across institutions. However, it does not improve resident performance on standardized tests.","Kazior Michael R, Chen Fei, Isaak Robert, Dhandha Vishal, Cobb Kathryn W",Cureus,2022.0,35242473,PMC8883744,10.7759/cureus.21706,https://pubmed.ncbi.nlm.nih.gov/35242473,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8883744,True,One-day bootcamp consisting of simulation and task trainers for new anesthesiology residents,Rising first-year clinical anesthesiology residents (CA-1),Improved clinical knowledge and self-perceived comfort level in performing common operating room procedures and management of common intraoperative problems,True,A one-day introductory bootcamp consisting of simulation and task trainers for new anesthesiology residents during their first month of anesthesiology training.,New anesthesiology residents transitioning from internship to clinical anesthesiology (CA) training.,Improvement in clinical knowledge and self-perceived comfort level of new anesthesiology residents in performing common operating room procedures and management of common intraoperative problems.
