Title,Abstract,Authors,Journal,Year,PMID,PMC,DOI,pubmed_url,pmc_url,ClaudiaIsRelated,ClaudiaStrategy,ClaudiaPopulation,ClaudiaOutcome,OpenAIIsRelated,OpenAIStrategy,OpenAIPopulation,OpenAIOutcome
"Academic anaesthesiology: a global perspective on training, support, and future development of early career researchers.","As anaesthesiologists face increasing clinical demands and a limited and competitive funding environment for academic work, the sustainability of academic anaesthesiologists has never been more tenuous. Yet, the speciality needs academic anaesthesiologists in many roles, extending beyond routine clinical duties. Anaesthesiologist educators, researchers, and administrators are required not only to train future generations but also to lead innovation and expansion of anaesthesiology and related specialities, all to improve patient care. This group of early career researchers with geographically distinct training and practice backgrounds aim to highlight the diversity in clinical and academic training and career development pathways for anaesthesiologists globally. Although multiple routes to success exist, one common thread is the need for consistent support of strong mentors and sponsors. Moreover, to address inequitable opportunities, we emphasise the need for diversity and inclusivity through global collaboration and exchange that aims to improve access to research training and participation. We are optimistic that by focusing on these fundamental principles, we can help build a more resilient and sustainable future for academic anaesthesiologists around the world.","Stundner Ottokar, Adams Meredith C B, Fronczek Jakub, Kaura Vikas, Li Li, Allen Megan L, Vail Emily A",British journal of anaesthesia,2023,37684165,PMC10636519,10.1016/j.bja.2023.07.030,https://pubmed.ncbi.nlm.nih.gov/37684165,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10636519,TRUE,"Mentorship, sponsorship, global collaboration and exchange for research training",Early career researchers in anaesthesiology,Building a more resilient and sustainable future for academic anaesthesiologists globally,TRUE,"Consistent support of strong mentors and sponsors, diversity and inclusivity through global collaboration and exchange",Early career researchers in anaesthesiology,Build a more resilient and sustainable future for academic anaesthesiologists around the world
"Research capacity, motivators and barriers to conducting research among healthcare providers in Tanzania's public health system: a mixed methods study.","Building health research capacity in low- and middle-income countries is essential to achieving universal access to safe, high-quality healthcare. It can enable healthcare workers to conduct locally relevant research and apply findings to strengthen their health delivery systems. However, lack of funding, experience, know-how, and weak research infrastructures hinders their ability. Understanding research capacity, engagement, and contextual factors that either promote or obstruct research efforts by healthcare workers can inform national strategies aimed at building research capacity. We used a convergent mixed-methods study design to understand research capacity and research engagement of healthcare workers in Tanzania's public health system, including the barriers, motivators, and facilitators to conducting research. Our sample included 462 randomly selected healthcare workers from 45 facilities. We conducted surveys and interviews to capture data in five categories: (1) healthcare workers research capacity; (2) research engagement; (3) barriers, motivators, and facilitators; (4) interest in conducting research; and (5) institutional research capacity. We assessed quantitative and qualitative data using frequency and thematic analysis, respectively; we merged the data to identify recurring and unifying concepts. Respondents reported low experience and confidence in quantitative (34% and 28.7%, respectively) and qualitative research methods (34.5% and 19.6%, respectively). Less than half (44%) of healthcare workers engaged in research. Engagement in research was positively associated with: working at a District Hospital or above (p = 0.006), having a university degree or more (p = 0.007), and previous research experience (p = 0.001); it was negatively associated with female sex (p = 0.033). Barriers to conducting research included lack of research funding, time, skills, opportunities to practice, and research infrastructure. Motivators and facilitators included a desire to address health problems, professional development, and local and international collaborations. Almost all healthcare workers (92%) indicated interest in building their research capacity. Individual and institutional research capacity and engagement among healthcare workers in Tanzania is low, despite high interest for capacity building. We propose a fourfold pathway for building research capacity in Tanzania through (1) high-quality research training and mentorship; (2) strengthening research infrastructure, funding, and coordination; (3) implementing policies and strategies that stimulate engagement; and (4) strengthening local and international collaborations.","Kengia James T, Kalolo Albino, Barash David, Chwa Cindy, Hayirli Tuna Cem, Kapologwe Ntuli A, Kinyaga Ally, Meara John G, Staffa Steven J, Zanial Noor, Alidina Shehnaz",Human resources for health,2023,37670321,PMC10478476,10.1186/s12960-023-00858-w,https://pubmed.ncbi.nlm.nih.gov/37670321,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10478476,FALSE,,,,FALSE,,,
Protein kinase A: A potential marker of sympathovagal imbalance in heart failure.,"Mitigation of cardiac autonomic dysregulation by neuromodulation technologies is emerging as a new therapeutic modality of heart failure (HF). This recent progress has necessitated the identification of a biomarker for the quantification of sympathovagal balance, the potential target of 'neuromodulation' strategies. The currently available autonomic nervous system assessment parameters do not truly reflect the sympathovagal balance of the ventricle. Protein kinase A (PKA) is an intracellular enzyme that plays a major role in the pathophysiology of functional and structural ventricular remodeling in HF. Interestingly, sympathetic and parasympathetic activations exert reciprocal influence on the activity of PKA. The current review attempts to evaluate the potential concept and feasibility of using in vitro assessment of PKA activity as a marker of sympathovagal balance in HF.","Chakraborty Praloy, Po Sunny S, Yabluchanskiy Andriy, Dasari Tarun W",Life sciences,2023,37666387,,10.1016/j.lfs.2023.122069,https://pubmed.ncbi.nlm.nih.gov/37666387,,FALSE,,,,FALSE,,,
Point-of-care Ultrasound (POCUS) Program for Critical Care Nurse Practitioners and Physician Assistants in an Oncological Intensive Care Unit and Rapid Response Team.,"Implementation of a comprehensive point-of-care ultrasound (POCUS) program for nurse practitioners (NPs) and physician assistants (PAs) in an intensive care unit (ICU) setting improves their diagnostic and therapeutic skills and enhances patient care. Overcoming staffing, IT infrastructure, and administrative challenges has allowed our critical care medicine service to develop a successful program that empowers NPs and PAs and boosts their professional growth. Our POCUS program underscores the necessity of institutional support, dedicated mentorship, collaboration with qualified faculty, and creation and maintenance of a curriculum that adheres to accepted national guidelines. Insights gained from our experiences can serve as a valuable resource for institutions aiming to develop their own POCUS programs.","Chen Leon L, Tayban Kate, Tomicich Joanna, Buchholz Tara, Barzola Melissa, Mead Elena, Halpern Neil A",Journal of the American Association of Nurse Practitioners,2023,37646585,,10.1097/JXX.0000000000000943,https://pubmed.ncbi.nlm.nih.gov/37646585,,TRUE,"Comprehensive point-of-care ultrasound (POCUS) program with dedicated mentorship, collaboration with qualified faculty, and curriculum following national guidelines",Nurse practitioners (NPs) and physician assistants (PAs) in an oncological intensive care unit and rapid response team,"Improved diagnostic and therapeutic skills, enhanced patient care, professional growth, and empowerment of NPs and PAs",TRUE,Implementation of a comprehensive point-of-care ultrasound (POCUS) program,nurse practitioners (NPs) and physician assistants (PAs) in an intensive care unit (ICU) setting,improves their diagnostic and therapeutic skills and enhances patient care
Tracheostomy versus prolonged intubation in moderate to severe traumatic brain injury: a multicentre retrospective cohort study.,"Tracheostomy is a surgical procedure that is commonly performed in patients admitted to the intensive care unit (ICU). It is frequently required in patients with moderate to severe traumatic brain injury (TBI), a subset of patients with prolonged altered state of consciousness that may require a long period of mechanical respiratory assistance. While many clinicians favour the use of early tracheostomy in TBI patients, the evidence in favour of this practice remains scarce. The aims of our study were to evaluate the potential clinical benefits of tracheostomy versus prolonged endotracheal intubation, as well as whether the timing of the procedure may influence outcome in patients with moderate to severe TBI. We conducted a retrospective multicentre cohort study based on data from the provincial integrated trauma system of Quebec (Québec Trauma Registry). The study population was selected from adult trauma patients hospitalized between 2013 and 2019. We included patients 16 yr and older with moderate to severe TBI (Glasgow Coma Scale score < 13) who required mechanical ventilation for 96 hr or longer. Our primary outcome was 30-day mortality. Secondary outcomes included hospital and ICU mortality, six-month mortality, duration of mechanical ventilation, ventilator-associated pneumonia, ICU and hospital length of stay as well as orientation of patients upon discharge from the hospital. We used propensity score covariate adjustment. To overcome the effect of immortal time bias, an extended Cox shared frailty model was used to compare mortality between groups. From 2013 to 2019, 26,923 patients with TBI were registered in the Québec Trauma Registry. A total of 983 patients who required prolonged endotracheal intubation for 96 hr or more were included in the study, 374 of whom underwent a tracheostomy and 609 of whom remained intubated. We observed a reduction in 30-day mortality (adjusted hazard ratio, 0.33; 95% confidence interval, 0.21 to 0.53) associated with tracheostomy compared with prolonged endotracheal intubation. This effect was also seen in the ICU as well as at six months. Tracheostomy, when compared with prolonged endotracheal intubation, was associated with an increase in the duration of mechanical respiratory assistance without any increase in the length of stay. No effect on mortality was observed when comparing early vs late tracheostomy procedures. An early procedure was associated with a reduction in the duration of mechanical respiratory support as well as hospital and ICU length of stay. In this multicentre cohort study, tracheostomy was associated with decreased mortality when compared with prolonged endotracheal intubation in patients with moderate to severe TBI. This effect does not appear to be modified by the timing of the procedure. Nevertheless, the generalization and application of these results remains limited by potential residual time-dependent indication bias.","Villemure-Poliquin Noémie, Costerousse Olivier, Lessard Bonaventure Paule, Audet Nathalie, Lauzier François, Moore Lynne, Zarychanski Ryan, Turgeon Alexis F",Canadian journal of anaesthesia = Journal canadien d'anesthesie,2023,37505417,PMC10447593,10.1007/s12630-023-02539-7,https://pubmed.ncbi.nlm.nih.gov/37505417,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10447593,FALSE,,,,FALSE,,,
Accuracy Evaluation Trial of Mixed Reality-Guided Spinal Puncture Technology.,"To evaluate the accuracy of mixed reality (MR)-guided visualization technology for spinal puncture (MRsp). MRsp involved the following three steps: 1. Lumbar spine computed tomography (CT) data were obtained to reconstruct virtual 3D images, which were imported into a HoloLens (2nd gen). 2. The patented MR system quickly recognized the spatial orientation and superimposed the virtual image over the real spine in the HoloLens. 3. The operator performed the spinal puncture with structural information provided by the virtual image. A posture fixation cushion was used to keep the subjects' lateral decubitus position consistent. 12 subjects were recruited to verify the setup error and the registration error. The setup error was calculated using the first two CT scans and measuring the displacement of two location markers. The projection points of the upper edge of the L3 spinous process (L3↑), the lower edge of the L3 spinous process (L3↓), and the lower edge of the L4 spinous process (L4↓) in the virtual image were positioned and marked on the skin as the registration markers. A third CT scan was performed to determine the registration error by measuring the displacement between the three registration markers and the corresponding real spinous process edges. The setup errors in the position of the cranial location marker between CT scans along the left-right (LR), anterior-posterior (AP), and superior-inferior (SI) axes of the CT bed measured 0.09 ± 0.06 cm, 0.30 ± 0.28 cm, and 0.22 ± 0.12 cm, respectively, while those of the position of the caudal location marker measured 0.08 ± 0.06 cm, 0.29 ± 0.18 cm, and 0.18 ± 0.10 cm, respectively. The registration errors between the three registration markers and the subject's real L3↑, L3↓, and L4↓ were 0.11 ± 0.09 cm, 0.15 ± 0.13 cm, and 0.13 ± 0.10 cm, respectively, in the SI direction. This MR-guided visualization technology for spinal puncture can accurately and quickly superimpose the reconstructed 3D CT images over a real human spine.","Wu Jiajun, Gao Lei, Shi Qiao, Qin Chunhui, Xu Kai, Jiang Zhaoshun, Zhang Xixue, Li Ming, Qiu Jianjian, Gu Weidong",Therapeutics and clinical risk management,2023,37484696,PMC10361284,10.2147/TCRM.S416918,https://pubmed.ncbi.nlm.nih.gov/37484696,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10361284,FALSE,,,,FALSE,,,
Comparison of remimazolam-remifentanil and propofol-remifentanil during laparoscopic cholecystectomy.,"Remimazolam is a novel benzodiazepine with fast onset and short half-life. We compared the effects of remimazolam and propofol on recovery profiles for general anesthesia in patients undergoing laparoscopic cholecystectomy. We randomly assigned 108 patients to either a remimazolam (n=54) or propofol (n=54) group. Remimazolam and propofol were used for induction and maintanance of anesthesia. Following anesthesia, we recorded the time until an Aldrete score of 9 was achieved as the primary surrogate marker of complete recovery. The time to reach a Modified Observer's Assessment of Alertness/Sedation (MOAA/S) score of 2 and the time from the end of anesthesia to eye opening time, recovery time of orientation, time to spontaneous breathing, extubation time, and the time required for analgesics were measured. Heart rate, blood pressure, and bispectral index were assessed before, during, and after pneumoperitoneum. We included 101 patients in the analysis. In the remimazolam group, it took longer to reach an Aldrete score of 9 after the drug infusion ended (P = 0.031). There was no difference in the time to reach MOAA/S 2 between the two groups. The time to eye opening, recovery time of orientation, and time required for analgesics were longer and heart rate was higher in the remimazolam group. Neither blood pressure, nor extubation time differed between groups. Remimazolam and propofol provided safe induction and maintenance of anesthesia in patients undergoing laparoscopic cholecystectomy. The recovery time from anesthesia was longer than that with propofol. Fewer hemodynamic changes were observed with remimazolam, but further studies are needed.","Lee Tae Young, Kim Min A, Eom Deuk Won, Jung Ji Wook, Chung Chan Jong, Park Sang Yoong",Anesthesia and pain medicine,2023,37468208,PMC10410549,10.17085/apm.22252,https://pubmed.ncbi.nlm.nih.gov/37468208,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10410549,FALSE,,,,FALSE,,,
Case series of tracheal extubation in prone position after endoscopic retrograde cholangiopancreatography general anesthesia.,"The study aims to present a 15-patient case series of tracheal extubation in the prone position after endoscopic retrograde cholangiopancreatography (ERCP) general anesthesia. Fifteen inpatients who underwent elective ERCP in our hospital were prospectively enrolled, and a series of case studies were conducted with the prone extubation technique after general anesthesia. All patients underwent routine operation of tracheal intubation under general anesthesia. After the surgery, when the train-of-four ratio (TOFr) ≥0.9, bispectral index (BIS) ≥80, tidal volume ≥6 ml/kg and the required actions could be performed, the endotracheal catheter was removed after sufficient negative pressure suction of oral secretions. After the endotracheal catheter was removed, the patient autonomously turned to the transport bed with the assistance of medical staff and was then admitted to the post-anesthesia care unit (PACU) for further observation. When the patient awoke, he had regained orientation, and presented stable vital signs, no nausea and vomiting, and no other discomfort symptoms, he/she was able to leave PACU and returned to the ward with a Steward score of ≥5. All 15 patients who underwent ERCP elective surgery were successfully extubated in the prone position after surgery. Transient hypoxemia with SpO2 below 90% occurred in 2 of the 15 patients and returned to normal with oxygen mask administration. 7 patients had coughs and were without special treatment. Another 1 patient showed transient abnormal hemodynamic fluctuations after extubation, mean airway pressure (MAP) was higher than 20% of the baseline value, and hemodynamics was stable after drug treatment. The prone extubation technique is feasible for ERCP general anesthesia patients. However, a larger sample size is needed to validate its safety and to verify whether there exist advantages of the extubation technique in a prone position over a supine position.","Xiang J-H, Wei P, Yuan W, Ruan W-Q, Li X, Song J-G",European review for medical and pharmacological sciences,2023,37458659,,10.26355/eurrev_202307_32964,https://pubmed.ncbi.nlm.nih.gov/37458659,,FALSE,,,,FALSE,,,
Commissural and coronary alignment of the Venus-A valve after transcatheter aortic valve replacement: a retrospective cross-sectional study.,"Previous studies have shown that neo-commissural orientation of transcatheter heart valve (THV) can influence coronary obstruction during transcatheter aortic valve replacement (TAVR), long-term durability of THV, and coronary artery access for reintervention after TAVR. Specific initial orientations of Evolut R/Pro and Acurate Neo aortic valves can improve commissural alignment. However, the method of achieving commissural alignment with the Venus-A valve remains unknown. Therefore, this study aimed to evaluate the extent of commissural and coronary alignment of the Venus-A self-expanding valve after TAVR using a standard system delivery technique. A retrospective cross-sectional study was performed. At the time of enrollment, patients who underwent pre- and post-procedural electrocardiographically-gated contrast-enhanced CT with a second-generation 64-row multidetector scanner were selected for the study. Commissural alignment was categorized as aligned (0-15° angle deviation), mild (15-30°), moderate (30-45°), or severe (45-60°) commissural misalignment (CMA). Coronary alignment was categorized as having no coronary overlap (CO) (>35°), moderate CO (20-35°), or severe CO (≤20°). The results were represented as proportions to assess the extent of commissural and coronary alignment. Forty-five TAVR patients were ultimately included in the analysis. THVs were shown to be randomly implanted: 20.0% of THVs were aligned, 33.3% had mild CMA, 26.7% had moderate CMA, and 20.0% had severe CMA. The incidence of severe CO was 24.4% with the left main coronary artery, 28.9% with the right coronary artery, 6.7% with both coronary arteries, and 46.7% with one or both coronary arteries. The results showed that commissural or coronary alignment could not be achieved with the Venus-A valve using a standard system delivery technique. Therefore, specific methods to attain alignment with the Venus-A valve need to be identified.","Xi Siyu, Zhang Haishan, Gao Yuan, Chen Xin, Tan Wenfei, Guo Liang, Sun Yingxian",Cardiovascular diagnosis and therapy,2023,37405016,PMC10315423,10.21037/cdt-22-565,https://pubmed.ncbi.nlm.nih.gov/37405016,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10315423,FALSE,,,,FALSE,,,
No Miracles in Two Minutes: A Randomized Controlled Study on the Impact of Preparatory Expansive Posing on Anesthesiology Residents' Performance in Mock Structured Oral Examinations.,"The objective of this study was to evaluate the impact of engaging in preparatory expansive posing on the performance of anesthesiology trainees during a mock structured oral examination. A total of 38 clinical residents at a single institution participated in this prospective randomized controlled study. Participants were stratified by clinical anesthesia year and randomly assigned to 1 of 2 orientation rooms to prepare for the examination. The preparatory expansive posing participants stood for 2 minutes with their hands and arms above their heads and with their feet approximately 1 ft apart. Conversely, the control participants sat quietly in a chair for 2 minutes. All participants then received the same orientation and examination. Faculty evaluation of resident performance, residents' self-assessment of performance, and anxiety score were collected. There was no evidence to support our primary hypothesis that residents who engaged in preparatory expansive posing for 2 minutes prior to a mock structured oral examination would score higher than their control counterparts (<i>P</i> = .68). There was no evidence to support our secondary hypotheses that preparatory expansive posing increases self-assessment of one's performance (<i>P</i> = .31) or reduces perceived anxiety during a mock structured oral examination (<i>P</i> = .85). Preparatory expansive posing did not improve anesthesiology residents' mock structured oral examination performance or self-assessment of their performance, nor did it reduce their perceived anxiety. Preparatory expansive posing is likely not a useful technique in improving the performance of residents in structured oral examinations.","Chen Fei, Stiegler Marjorie, Martinelli Susan M, Arora Harendra, Isaak Robert S",The journal of education in perioperative medicine : JEPM,2023,37377508,PMC10291955,10.46374/volxxv_issue2_Chen,https://pubmed.ncbi.nlm.nih.gov/37377508,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10291955,FALSE,,,,FALSE,,,
A Procedure for Mouse Dorsal Root Ganglion Cryosectioning.,"High-quality mouse dorsal root ganglion (DRG) cryostat sections are crucial for proper immunochemistry staining and RNAscope studies in the research of inflammatory and neuropathic pain, itch, as well as other peripheral neurological conditions. However, it remains a challenge to consistently obtain high-quality, intact, and flat cryostat sections onto glass slides because of the tiny sample size of the DRG tissue. So far, there is no article describing an optimal protocol for DRG cryosectioning. This protocol presents a step-by-step method to resolve the frequently encountered difficulties associated with DRG cryosectioning. The presented article explains how to remove the surrounding liquid from the DRG tissue samples, place the DRG sections on the slide facing the same orientation, and flatten the sections on the glass slide without curving up. Although this protocol has been developed for cryosectioning the DRG samples, it can be applied for the cryosectioning of many other tissues with a small sample size.","He Liangliang, Zhao Wenxing, Zhang Lingyi, Ilango Maalveka, Zhao Na, Yang Liqiang, Guan Zhonghui",Journal of visualized experiments : JoVE,2023,37358286,,10.3791/65232,https://pubmed.ncbi.nlm.nih.gov/37358286,,FALSE,,,,FALSE,,,
"Equity, Diversity, and Inclusion in anesthesiology: a primer.","This continuing professional development module aims to elucidate the current demographics of anesthesiology in Canada and the experience of anesthesiologists from equity-seeking groups. This module will also identify and describe factors impacting the health care experience of patients from equity-seeking groups who receive perioperative, pain, and obstetric care. In recent years, discrimination based on sex, gender, race, ethnicity, sexual orientation, ability, other demographic factors, and the intersection of these identities have gained greater attention not only in our society at large but also within medicine and anesthesiology. The stark consequences of this discrimination for both anesthesiologists and patients from equity-seeking groups have become clearer in recent years, although the full scope of the problem is not fully understood. Data regarding the demographics of the national anesthesia workforce are lacking. Literature describing patient perspectives of various equity-seeking groups is also sparse, although increasing. Health disparities impacting people who are racialized, women, LGBTQIA+, and/or living with disability are also present in the perioperative context. Discrimination and inequity persist in the Canadian health care system. It is incumbent upon us to actively work against these inequities every day to create a kinder and more just health care system in Canada.","Mottiar Miriam, Burchell Drew, MacCormick Hilary",Canadian journal of anaesthesia = Journal canadien d'anesthesie,2023,37341898,,10.1007/s12630-023-02504-4,https://pubmed.ncbi.nlm.nih.gov/37341898,,FALSE,,,,FALSE,,,
Anti-N-methyl-D-aspartate receptor encephalitis in pregnancy associated with teratoma.,"A 36-year-old pregnant woman with a prior history of depression and recent gunshot wounds presented with sudden deterioration in her mental status. Clinical examination revealed psychosis, hallucinations, and lack of orientation, with an otherwise normal neurological and cardiorespiratory examination. Computed tomographic scan of her head was normal, and she was diagnosed with acute psychosis and excited delirium. She did not respond to supraphysiologic dosages of antipsychotic therapy and needed physical restraints for combativeness and agitation. Her cerebrospinal fluid analysis was negative for an infectious etiology, but was positive for anti-N-methyl-D-aspartate receptor encephalitis antibodies. Abdominal imaging revealed a right-sided ovarian cyst. Subsequently she underwent right-sided oophorectomy. Postoperatively the patient continued to have intermittent episodes of agitation requiring antipsychotic medications. Later, she was safely transitioned to home care with family support.","Bansal Mridul, Mehta Aryan, Sarma Anand Karthik, Niu Shuo, Silaghi Dan Alexandru, Khanna Ashish K, Vallabhajosyula Saraschandra",Proceedings (Baylor University. Medical Center),2023,37334098,PMC10269377,10.1080/08998280.2023.2205814,https://pubmed.ncbi.nlm.nih.gov/37334098,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10269377,FALSE,,,,FALSE,,,
Addressing the Burden and Management Strategies for Disparities and Inequities Among Liver Transplant Professionals: The ILTS Experience.,"Medical professional environments are becoming increasingly multicultural, international, and diverse in terms of its specialists. Many transplant professionals face challenges related to gender, sexual orientation or racial background in their work environment or experience inequities involving access to leadership positions, professional promotion, and compensation. These circumstances not infrequently become a major source of work-related stress and burnout for these disadvantaged, under-represented transplant professionals. In this review, we aim to 1) discuss the current perceptions regarding disparities among liver transplant providers 2) outline the burden and impact of disparities and inequities in the liver transplant workforce 3) propose potential solutions and role of professional societies to mitigate inequities and maximize inclusion within the transplant community.","Andacoglu Oya, Izzy Manhal, Adelmann Dieter, Aguilera Victoria, Becchetti Chiara, Berenguer Marina, Berlakovich Gabriella A, Ghosh Simantika, Giorgakis Emmanouil, Kemmer Nyingi, Lunsford Keri E, Montasser Iman F, Montenovo Martin I, Mrzljak Anna, Pai Sher-Lu, Scalera Irene, Selzner Nazia",Transplant international : official journal of the European Society for Organ Transplantation,2023,37334014,PMC10274575,10.3389/ti.2023.11240,https://pubmed.ncbi.nlm.nih.gov/37334014,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10274575,FALSE,,,,FALSE,,,
Factors affecting duration of inability to work after intramedullary stabilization of displaced midshaft clavicular fractures.,"Duration of inability to work (DIW) after displaced midshaft clavicular fractures (DMCF) is an important clinical and socioeconomic treatment outcome. However, evidence on DIW after DMCF intramedullary stabilization (IMS) is still limited. We aimed to examine DIW and to identify medical and socioeconomic predictors with direct or indirect impact on DIW after IMS of DMCF. Socioeconomic predictors can explain the unique proportion of the DIW variance after IMS of DMCF above the variance explained by medical predictors. Using a retrospective cohort unicentric design we included patients surgically treated with IMS after DMCF from 2009-2022 with employment status subject to compulsory social security contributions, and without major postoperative complications, in one level 2 trauma center in Germany. In total, we tested the impact of 17 different medical (i.e., smoking, body mass index [BMI], operative duration, etc.) and socioeconomic predictors (i.e., health insurance type, physical workload, etc.) on DIW. Statistics included multiple regression and path analyses. A total of 166 patients met eligibility criteria, with DIW 35.1±31.1days. Operative duration, physical workload, and physical therapy prolonged DIW (p<0.001). In contrast, enrollment in private health insurance reduced DIW (p<0.05). Furthermore, the effect of BMI and fracture complexity on DIW was fully mediated by operative duration. The model explained 43% of the DIW variance. Socioeconomic factors were found to directly predict DIW, even after controlling for medical predictors, which confirmed our research question. This is in line with previous findings and highlights the relevance of socioeconomic predictors in this context. We believe that the proposed model can serve surgeons and patients as an orientation guide to estimate DIW after IMS of DMCF. IV - retrospective observational cohort study with no control group.","Langenhan Ronny, Trifunovic-Koenig Milena, Probst Axel, Kilper Anica, Bushuven Stefan, Schütz Ludwig, Reimers Niklas","Orthopaedics & traumatology, surgery & research : OTSR",2025,37328099,,10.1016/j.otsr.2023.103643,https://pubmed.ncbi.nlm.nih.gov/37328099,,FALSE,,,,FALSE,,,
A Successful Gap-Year Clinical Research Technician (CRT) Program at an Academic Anesthesiology Department.,"Many students elect to take gap years in between graduating college and matriculating into medical school. At an academic institution, investigators can be limited in conducting research due to clinical endeavors. Utilizing a structured, clinical research, gap-year program with students called clinical research technicians (CRTs) can aid both investigators conducting research and students applying to graduate health programs. In this original article, we sought to understand CRT and investigator perceptions of and experiences in the program. We distributed a survey to past and present CRTs and the investigators with whom they worked at Atrium Health Wake Forest Baptist Medical Center. We conducted thematic and sentiment analyses of the survey results. We also collected data on grant approvals, research funding awards, and CRT, clinical research nurse, and clinical research coordinator salaries. We received responses from 20/29 investigators and 21/22 CRTs. We identified five themes for the investigator survey, including research accuracy and precision; research output; alleviating responsibilities; cost; and likelihood of referral. We identified five themes for the CRT survey, including future career assistance; physician career insights; mentorship; likelihood of referral; and other. The majority of respondents strongly agreed or agreed with the survey statements. The majority of comments were coded as positive. All of CRTs were accepted into a graduate health profession program.  Our program's success demonstrates how a structured, clinical research, gap-year program for premedical students can serve as a new educational tool and important research infrastructure resource for hospitals.","Samant Anusha N, Fanelli Jessica E, Khanna Ashish K, Segal Scott",Cureus,2023,37323328,PMC10262922,10.7759/cureus.39000,https://pubmed.ncbi.nlm.nih.gov/37323328,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10262922,FALSE,,,,TRUE,"Structured, clinical research, gap-year program for premedical students called clinical research technicians (CRTs)",Premedical students taking gap years between graduating college and matriculating into medical school,"Aid investigators conducting research, provide future career assistance, physician career insights, mentorship to students, and serve as a new educational tool and important research infrastructure resource for hospitals"
Veiled Harm: Impacts of Microaggressions on Psychological Safety and Physician Burnout.,"Microaggression is widespread in the health care industry and occurs in every health care delivery setting. It comes in many forms, from subtle to obvious, unconscious to conscious, and verbal to behavioral. Women and minority groups (eg, race/ethnicity, age, gender, sexual orientation) are often marginalized during medical training and subsequent clinical practice. These contribute to the development of psychologically unsafe working environments and widespread physician burnout. Physicians experiencing burnout who work in unsafe psychological environments impact the safety and quality of patient care. In turn, these conditions impose high costs on the health care system and organizations. Microaggressions and psychological unsafe work environments are intricately related and mutually enhanced. Therefore, addressing both simultaneously is a good business practice and a responsibility for any health care organization. Additionally, addressing them can reduce physician burnout, decrease physician turnover, and improve the quality of patient care. To counter microaggression and psychological unsafe, it takes conviction, initiative, and sustainable efforts from individuals, bystanders, organizations, and government agencies.","Desai Vimal, Conte Antonio Hernandez, Nguyen Vu T, Shin Philip, Sudol Neha T, Hobbs Janet, Qiu Chunyuan",The Permanente journal,2023,37292028,PMC10266841,10.7812/TPP/23.017,https://pubmed.ncbi.nlm.nih.gov/37292028,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10266841,FALSE,,,,FALSE,,,
Cannabis Use and Sharing Practices Among Sexual Minority and Heterosexual Individuals During the COVID-19 Pandemic.,"<b><i>Purpose:</i></b> Cannabis behaviors during the COVID-19 pandemic among sexual minority (SM) individuals in the United States remain understudied. This study assessed the prevalence and correlates of cannabis use and cannabis sharing, a potential risk for COVID-19 transmission, among SM and heterosexual-identified individuals in the United States during the COVID-19 pandemic. <b><i>Methods:</i></b> This cross-sectional study used data from an anonymous, US-based web survey on cannabis-related behaviors from August to September 2020. Included participants reported past-year nonmedical cannabis use. Associations between frequency of cannabis use and sharing behaviors by sexual orientation were evaluated using logistic regression analysis. <b><i>Results:</i></b> Overall, 1112 respondents reported past-year cannabis use; mean age 33 years (standard deviation = 9.4), 66% male identified (<i>n</i> = 723), and 31% SM identified adults (<i>n</i> = 340). Increased cannabis use during the pandemic was similar among SM (24.7%; <i>n</i> = 84) and heterosexual (24.9%; <i>n</i> = 187) respondents. Any sharing during the pandemic was 81% for SM adults (<i>n</i> = 237) and 73% for heterosexual adults (<i>n</i> = 486). In the fully adjusted models, the odds of daily/weekly cannabis use and the odds of any cannabis sharing among SM respondents were 0.56 (95% confidence interval [CI] = 0.42-0.74) and 1.60 (95% CI = 1.13-2.26), respectively, compared with heterosexual respondents. <b><i>Conclusions:</i></b> SM respondents were less likely to use cannabis with high frequency during the pandemic but more likely to share cannabis compared with heterosexual respondents. Sharing cannabis was high overall, which may increase COVID-19 risk. Public health messaging around sharing may be important during COVID-19 surges and respiratory pandemics especially as cannabis becomes more widely available in the United States.","Assaf Ryan D, Javanbakht Marjan, Gorbach Pamina M, Cooper Ziva D",LGBT health,2023,37252794,PMC10552144,10.1089/lgbt.2022.0236,https://pubmed.ncbi.nlm.nih.gov/37252794,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10552144,FALSE,,,,FALSE,,,
